salt,solvent,concentration,solv_per_ion_pair
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC(=O)CCCCCCC(=O)C(C)=O,1.32,2.92
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC1CC2CCCC3(CCCC3=O)C12,0.39,12.41
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC1(C)CCCCCS(=O)(=O)C1,0.61,7.68
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC1CCC2C3CCC3OC(=O)C12,0.66,6.88
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCCCC(F)C(=O)CN(C)C,0.74,6.2
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCC1(CC)OOOC1C,0.74,7.32
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,COC1CCCC(C2CCC3CC32)C1,0.48,9.8
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,COCC1C2C(C)C2C(C)CC1(C)C,1.5,2.49
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC(F)C(=O)C1(C)CCCO1,0.97,5.32
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC(C)CC1(CC(=O)OC)CC1,0.57,8.55
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC(C)C1CCC(CCOC)C1,1.19,3.59
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC(=O)CCC(=O)OC(C)=O,0.66,7.76
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,COC1C(C(C)=O)C2CCC3CC31C2,1.1,3.76
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC1C2CC3CC14CC32CC4=O,1.01,5.0
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC1COCCCC1(C)C,0.48,13.39
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC(C)C(OOC)C(C)C(C)C,0.66,7.1
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,COC(=O)CC1(CC(C)C)CCC1,0.7,6.78
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCCCC(=O)N(C=O)CCC,0.57,8.51
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC1=C[C@H](F)C=CO1,0.48,16.69
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCCC(OC(C)=O)C(C)(C)F,1.06,4.02
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC1(C)CC2C(C)C2C1C(=O)OC,1.46,2.58
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC(C)C(OOC)C(C)C(C)C,0.88,4.78
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC1C2C(C)C(=O)CCCC12OC,1.14,3.26
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCC(C)C(=O)OOCF,0.92,4.77
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC1COCC2(C1)C(=O)OCC2C#N,1.37,2.52
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCC(=O)C(C)C(C)C(C)C(C)C,1.06,3.56
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCC(C(C)=O)C(Cl)Cl,0.34,13.72
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC1COC(C)C2CCC2C1C,0.52,9.25
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC1(C(F)F)CCCC1=O,1.19,4.07
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC(CC)CC(=O)C(C)CC,0.7,7.0
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCC(C)CC(=O)CC,1.5,2.75
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC12CC3CC4COC3C(C1)C42,0.34,15.17
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCS(=O)(=O)CC(C)CCCl,0.48,9.29
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC1CC(CC(=O)C#N)C1,0.7,8.68
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC(C(=O)OC)S(=O)(=O)CC,1.5,2.21
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,COC(=O)OCCCSSC,0.79,5.24
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCC(F)C(=O)CC,1.5,3.25
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC(=O)CC(C)CCOC(C)=O,0.61,8.14
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CN(C)C1=COC(C#N)=CO1,1.1,4.42
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCOC(=O)OCCCS(C)=O,0.88,4.63
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCC1(C)CC(=O)C12CCCC2C,0.88,4.63
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,COC(=O)C(C)CS(C)(=O)=O,0.61,7.78
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,COC1=CSC=CC1,0.57,11.84
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCC(C)(CC)CCC(C)=O,0.92,4.61
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC1(C(=O)Cl)CCCC1CCl,0.39,11.93
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC(CC)(OC(C)=O)C(C)(C)C,0.7,6.4
[Na+].[B-](F)(F)(F)F,CC(C)C(=O)C(=O)C(C)(C)CC#N,0.52,10.25
[Na+].[B-](F)(F)(F)F,CC1CC(C)(C)C(=O)CC1C(C)(C)C,1.19,3.95
[Na+].[B-](F)(F)(F)F,CCCC1C2CCC(C)C(C)C12OC,1.32,3.53
[Na+].[B-](F)(F)(F)F,CCC(Cl)C(=O)C(C)=O,0.92,6.88
[Na+].[B-](F)(F)(F)F,CCCCCS(=O)(=O)CC,0.88,6.52
[Na+].[B-](F)(F)(F)F,COC1CCCC(C2CCC3CC32)C1,0.97,4.97
[Na+].[B-](F)(F)(F)F,CCCCC(C)OC(=O)OCC,1.5,3.46
[Na+].[B-](F)(F)(F)F,CC1C(=O)C(C#N)CC2CCCC21,0.92,5.77
[Na+].[B-](F)(F)(F)F,CCCC(F)C(=O)CC,1.01,7.0
[Na+].[B-](F)(F)(F)F,CC1CCCC(C)S(=O)(=O)CC1,1.32,3.64
[Na+].[B-](F)(F)(F)F,CC1CCC12CC2C(=O)OC1(C)CC1,1.28,3.69
[Na+].[B-](F)(F)(F)F,CCCCC(C(C)=O)C(Cl)Cl,0.97,4.9
[Na+].[B-](F)(F)(F)F,CCCC(C(C)C)C(C)C(=O)OC,0.34,15.44
[Na+].[B-](F)(F)(F)F,CC1COCCCC1(C)C,1.28,5.04
[Na+].[B-](F)(F)(F)F,CCC(=O)C(C)C(CC)SC#N,0.79,6.48
[Na+].[B-](F)(F)(F)F,CC(=O)CCCC1CCC(=O)C1C,0.97,5.3
[Na+].[B-](F)(F)(F)F,CC(CF)C1(CF)CCOC1,0.83,6.94
[Na+].[B-](F)(F)(F)F,CCCC(CC)OOC(=O)Cl,1.37,3.68
[Na+].[B-](F)(F)(F)F,CC1CCC2(CCC(=O)O2)C1(C)C,0.57,9.27
[Na+].[B-](F)(F)(F)F,COC(=O)OC(CC(C)C)N(C)C,0.92,5.4
[Na+].[B-](F)(F)(F)F,CN(C)C1=COC(C#N)=CO1,0.39,16.43
[Na+].[B-](F)(F)(F)F,CCCCCC(F)C(=O)CN(C)C,1.37,3.52
[Na+].[B-](F)(F)(F)F,CCCC(C)N(CC)CC(=O)CC,0.48,10.89
[Na+].[B-](F)(F)(F)F,CC(=O)CC1C(C)C2CCC1(C#N)C2,1.23,3.91
[Na+].[B-](F)(F)(F)F,CCCC(CCC(F)F)C(=O)OC,0.79,6.18
[Na+].F[P-](F)(F)(F)(F)F,COC(=O)CC1CCCCCC(C)C1,1.14,3.93
[Na+].F[P-](F)(F)(F)(F)F,CC(C)(C)CC1CCS1(=O)=O,1.01,5.06
[Na+].F[P-](F)(F)(F)(F)F,CCOC(C)OC(=O)OC,0.52,12.31
[Na+].F[P-](F)(F)(F)(F)F,COC1=CSC=CC1,0.43,17.37
[Na+].F[P-](F)(F)(F)(F)F,CCC(=O)C(CCC(C)C)OC,0.66,8.22
[Na+].F[P-](F)(F)(F)(F)F,CCCCC(=O)C(C)(C)C(C)CC,1.1,4.4
[Na+].F[P-](F)(F)(F)(F)F,CCCC(C(C)(C)C)C1(CC)OO1,0.92,5.3
[Na+].F[P-](F)(F)(F)(F)F,CCCOC(=O)OCOC,1.06,5.7
[Na+].F[P-](F)(F)(F)(F)F,COC(=O)OCC(=O)C(=O)C(C)C,0.57,8.8
[Na+].F[P-](F)(F)(F)(F)F,CCC(CC)(OC(C)=O)C(C)(C)C,0.61,8.27
[Na+].F[P-](F)(F)(F)(F)F,CC1CC2CC(C2)C(C)C(=O)OC1C,1.01,4.54
[Na+].F[P-](F)(F)(F)(F)F,CCCC(C)CC(=O)OC(C)=O,1.19,4.31
[Na+].F[P-](F)(F)(F)(F)F,CC(=O)N(OC(=O)OCF)C(C)=O,1.14,4.03
[Na+].F[P-](F)(F)(F)(F)F,CCCC1C2CCC(C)C(C)C12OC,1.41,3.11
[Na+].F[P-](F)(F)(F)(F)F,CCN(C)S(=O)(=O)CC(C)C,0.88,5.79
[Na+].F[P-](F)(F)(F)(F)F,CC1CCC(=O)C(C)(C)CC1C,1.46,3.48
[Na+].F[P-](F)(F)(F)(F)F,CCC(=O)CCC(=O)OC(C)=O,0.92,5.74
[Na+].F[P-](F)(F)(F)(F)F,CC12CC3(C)CC(C1)(C2)S3(=O)=O,0.61,8.27
[Na+].F[P-](F)(F)(F)(F)F,CC1(C(F)F)CCCC1=O,0.3,21.83
[Na+].F[P-](F)(F)(F)(F)F,CCC1(C(C)(C)C)OOC1=O,0.34,17.97
[Na+].F[P-](F)(F)(F)(F)F,CCCOC(=O)C(C)C1CCC1CC,1.28,3.44
[Na+].F[P-](F)(F)(F)(F)F,COC(=O)C(C)CC(C)CC(C)=O,0.74,6.73
[Na+].F[P-](F)(F)(F)(F)F,CCC(C)C(OOC)C(C)C(C)C,1.01,4.73
[Na+].F[P-](F)(F)(F)(F)F,CCOC(=O)OCCCS(C)=O,0.83,5.69
[Na+].F[P-](F)(F)(F)(F)F,CC(C)C(=O)C(=O)C(C)(C)CC#N,1.14,4.29
[Na+].[O-]Cl(=O)(=O)=O,CCC(=O)C(CCC(C)C)OC,0.7,7.87
[Na+].[O-]Cl(=O)(=O)=O,CCC1C(OC(C)=O)OC(=O)C1C#N,0.52,9.39
[Na+].[O-]Cl(=O)(=O)=O,CCCCCCC(=O)CC(C)CCC,1.28,3.58
[Na+].[O-]Cl(=O)(=O)=O,CCC(CC(C)(F)F)C(=O)CC#N,1.1,4.42
[Na+].[O-]Cl(=O)(=O)=O,CC12CCC3CCC(C1)C2COC3,0.52,10.27
[Na+].[O-]Cl(=O)(=O)=O,CCCC(=O)C(=O)OC,0.83,8.7
[Na+].[O-]Cl(=O)(=O)=O,CC(F)C(=O)C1(C)CCCO1,1.32,4.28
[Na+].[O-]Cl(=O)(=O)=O,COC(=O)C1(C)CCC12CCCC2,1.46,3.36
[Na+].[O-]Cl(=O)(=O)=O,COC(=O)C(C)CS(C)(=O)=O,0.92,5.63
[Na+].[O-]Cl(=O)(=O)=O,CC1C(=O)CCC2(C#N)C(C3CC3)C12,1.01,4.85
[Na+].[O-]Cl(=O)(=O)=O,CCCC(=O)C(C)C(C)C(C)C(C)C,1.5,3.0
[Na+].[O-]Cl(=O)(=O)=O,CC(=O)C(C)(C)C(C)C#N,0.52,13.3
[Na+].[O-]Cl(=O)(=O)=O,CCC(=O)N1CCCCC1Cl,0.52,10.54
[Na+].[O-]Cl(=O)(=O)=O,CS(=O)(=O)C1CCCCC1,1.1,5.16
[Na+].[O-]Cl(=O)(=O)=O,COC(=O)OCC1C2CCCC1C2,0.92,5.51
[Na+].[O-]Cl(=O)(=O)=O,COc1cc(-c2ccccc2)c[nH]1,1.19,4.44
[Na+].[O-]Cl(=O)(=O)=O,COC1CCCC(C2CCC3CC32)C1,1.37,3.39
[Na+].[O-]Cl(=O)(=O)=O,CC(=O)C1CCCS(=O)(=O)C1,0.3,18.51
[Na+].[O-]Cl(=O)(=O)=O,CCOC(C)=O,1.19,8.72
[Na+].[O-]Cl(=O)(=O)=O,CC(=O)OC1CCC(OC(C)=O)C1,0.52,9.94
[Na+].[O-]Cl(=O)(=O)=O,COC(=O)C(=O)C(C)CC(C)Cl,1.32,3.56
[Na+].[O-]Cl(=O)(=O)=O,CCC(CC)(OC(C)=O)C(C)(C)C,1.14,4.32
[Na+].[O-]Cl(=O)(=O)=O,CCC(=O)C(C)CS(=O)C(C)C,1.37,3.46
[Na+].[O-]Cl(=O)(=O)=O,CC1CCC(C)C12C(=O)CCCC2=O,0.3,16.79
[Na+].[O-]Cl(=O)(=O)=O,CCCC(CCC(F)F)C(=O)OC,0.39,12.83
[Na+].[O-]S(=O)(=O)C(F)(F)F,COc1cc(-c2ccccc2)c[nH]1,0.7,7.66
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCOC(=O)C(C#N)(CC)CC(C)C,1.19,3.75
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCCCCC(=O)CC(C)CCC,0.34,14.32
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCC1CCCC(=O)C1Cl,0.43,13.85
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCN(C)S(=O)(=O)CC(C)C,0.88,5.77
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCC12CC(CCCCC1=O)C2,0.92,5.93
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC12CC3C4CCC35CC(C1CO5)C42,1.46,3.07
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCCCC1CC1C(=O)C(=O)C#N,1.19,3.82
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCC1C2CCC(C)C(C)C12OC,1.01,4.53
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC(C)(C)CC1CCS1(=O)=O,0.39,13.97
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC(=O)C1C2CCC(CSC2)C1C,1.46,2.94
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC(=O)OC1CCC(OC(C)=O)C1,1.32,3.52
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCCC1CC1C1C(=O)CCC1C,1.46,3.0
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCS(=O)(=O)C1CCC1,0.7,8.95
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCCCC(F)C(=O)CN(C)C,1.14,4.1
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCC1(OOC)CC1C,1.14,5.96
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCC1CCC(Cl)C1C(C)=O,0.97,5.32
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC(C)CCOC(=O)C(C)(C)F,0.43,12.62
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC(=O)CC1CC1C1CC(C)C2CC21,0.3,16.81
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCC(=O)C(C)C(CC)SC#N,1.41,3.28
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCCCC(C)C(=O)OCCC,0.34,15.24
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC1C(=O)C2CCCC2C1=O,1.01,5.84
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC1(C(=O)Cl)CCCC1CCl,1.1,4.14
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCC1(C)CC2C(C)C2C1C(=O)OC,0.66,7.2
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC(=O)CC(C)CCOC(C)=O,1.19,4.29
[Na+].[N-](C#N)C#N,CCN1C(C)CC(=O)C12CC2C,1.06,5.33
[Na+].[N-](C#N)C#N,CCOC(=O)CC1CC1C1CCCC1,1.23,3.88
[Na+].[N-](C#N)C#N,CC(=O)C1CC(C)CCC1C,0.83,7.47
[Na+].[N-](C#N)C#N,COc1cc(-c2ccccc2)c[nH]1,0.92,5.97
[Na+].[N-](C#N)C#N,CCC1(C)CC2C(C)C2C1C(=O)OC,1.14,4.2
[Na+].[N-](C#N)C#N,CCCC1(CC)OOOC1C,1.06,5.56
[Na+].[N-](C#N)C#N,COC(=O)OCC1C2CCCC1C2,0.39,13.63
[Na+].[N-](C#N)C#N,COC(=O)C(C)C(C)S(=O)(=O)F,0.66,7.38
[Na+].[N-](C#N)C#N,CC1C2CCC(C)(C)C1OC(=O)O2,1.41,3.57
[Na+].[N-](C#N)C#N,CC(=O)C(C)C1CC(C)C(C)C1,0.7,8.18
[Na+].[N-](C#N)C#N,CCCCC(=O)C(C)(C)C(C)C,1.41,3.86
[Na+].[N-](C#N)C#N,CCC(C)(C)CCC(=O)N1CCCO1,0.7,6.91
[Na+].[N-](C#N)C#N,CC(CF)C1(CF)CCOC1,0.97,5.96
[Na+].[N-](C#N)C#N,COC(=O)C1(C)CCCC(=O)C1C,0.66,7.94
[Na+].[N-](C#N)C#N,CCCC(=O)C(CC)S(C)(=O)=O,0.48,10.56
[Na+].[N-](C#N)C#N,COC(=O)OC(CC(C)C)N(C)C,1.01,4.95
[Na+].[N-](C#N)C#N,CCC1C(OC(C)=O)OC(=O)C1C#N,0.57,8.63
[Na+].[N-](C#N)C#N,CCCC(C)OC(=O)OC(C)=O,0.66,8.4
[Na+].[N-](C#N)C#N,CCC(CC(C)=O)C(=O)CC(F)F,1.32,3.67
[Na+].[N-](C#N)C#N,CCC(=O)C(C)CS(=O)C(C)C,1.1,4.5
[Na+].[N-](C#N)C#N,C=Cc1ccc(C(C)=O)s1,1.19,5.18
[Na+].[N-](C#N)C#N,CC1C(=O)C2CCCC2C1=O,1.5,4.04
[Na+].[N-](C#N)C#N,COC(=O)OCCCSSC,1.23,3.88
[Na+].[N-](C#N)C#N,CCCCCC(=O)N(C=O)CCC,1.46,3.41
[Na+].[N-](C#N)C#N,CCC(C)OC(=O)CSC,0.66,9.02
[Na+].[C-](C#N)(C#N)C#N,CCOC(C)=O,1.41,7.29
[Na+].[C-](C#N)(C#N)C#N,CCCCC(OC(C)=O)C(C)(C)F,0.74,6.75
[Na+].[C-](C#N)(C#N)C#N,CC1(C(=O)Cl)CCCC1CCl,1.1,4.32
[Na+].[C-](C#N)(C#N)C#N,CC1(C)CCCCCS(=O)(=O)C1,1.1,4.43
[Na+].[C-](C#N)(C#N)C#N,CC1CCC(=O)CC(=O)C12CCCC2,0.97,4.96
[Na+].[C-](C#N)(C#N)C#N,CCC1(C)CC(=O)CCC1(C)C,1.41,3.82
[Na+].[C-](C#N)(C#N)C#N,CCC(=O)CCC(=O)OC(C)=O,1.01,5.36
[Na+].[C-](C#N)(C#N)C#N,CCC(=O)C1(C)CC(C)CCCC1C,0.88,5.45
[Na+].[C-](C#N)(C#N)C#N,CCCC(CCC(F)F)C(=O)OC,1.23,3.84
[Na+].[C-](C#N)(C#N)C#N,COC(=O)C(C)CC(C)(C)C(C)C,1.32,3.71
[Na+].[C-](C#N)(C#N)C#N,COC(=O)C1CC(C)(F)CC1CF,1.28,3.72
[Na+].[C-](C#N)(C#N)C#N,CC(=O)CCCC(C)C(C)(C)C#N,0.88,5.9
[Na+].[C-](C#N)(C#N)C#N,CCCCC1CC1C1C(=O)CCC1C,0.83,5.86
[Na+].[C-](C#N)(C#N)C#N,CC1=C[C@H](F)C=CO1,0.66,12.69
[Na+].[C-](C#N)(C#N)C#N,CC(CS(C)(=O)=O)C(F)CF,0.92,5.48
[Na+].[C-](C#N)(C#N)C#N,CC(CF)C1(CF)CCOC1,0.74,7.83
[Na+].[C-](C#N)(C#N)C#N,CCOC(=O)CC1CC1C1CCCC1,0.39,12.72
[Na+].[C-](C#N)(C#N)C#N,CCC(=O)C(C)C(CC)SC#N,0.83,6.14
[Na+].[C-](C#N)(C#N)C#N,COCC1C2C(C)C2C(C)CC1(C)C,1.23,3.8
[Na+].[C-](C#N)(C#N)C#N,CCCC(OC)C1OC(=O)OC1=O,1.06,4.66
[Na+].[C-](C#N)(C#N)C#N,CC(C)C(C)OC(C)C(F)(F)F,0.57,9.16
[Na+].[C-](C#N)(C#N)C#N,CCC1CCC(Cl)C1C(C)=O,0.83,6.52
[Na+].[C-](C#N)(C#N)C#N,CC(=O)OC1CCC(OC(C)=O)C1,0.97,5.18
[Na+].[C-](C#N)(C#N)C#N,CCOC(=O)OCOCC(C)Cl,0.92,5.19
[Na+].[C-](C#N)(C#N)C#N,CCCOCCC1CC(C)CCC1C,0.3,16.47
[Na+].[O-][N+](=O)=O,CN(C)C(=O)CC1(C)CC2CC1C2,0.88,5.99
[Na+].[O-][N+](=O)=O,CCCCCC(F)C(=O)CN(C)C,1.01,4.97
[Na+].[O-][N+](=O)=O,CCOC(=O)OCCCS(C)=O,1.5,3.17
[Na+].[O-][N+](=O)=O,CCCC(C)CC(=O)OC(C)=O,0.88,6.31
[Na+].[O-][N+](=O)=O,CC(=O)C1C2CC3CC(C2)CC1C3,0.43,12.76
[Na+].[O-][N+](=O)=O,CCCCCCCOS(C)(=O)=O,0.88,5.59
[Na+].[O-][N+](=O)=O,CCCC(C)C(C)S(=O)(=O)F,0.88,5.96
[Na+].[O-][N+](=O)=O,CSCCC(=O)CSC,0.48,12.38
[Na+].[O-][N+](=O)=O,CCCC(C)C(C)CCC(=O)CC#N,1.37,3.48
[Na+].[O-][N+](=O)=O,CCOC(=O)OCOCC(C)Cl,1.06,4.54
[Na+].[O-][N+](=O)=O,CCCC(=O)CCCCC(F)CC,0.43,12.09
[Na+].[O-][N+](=O)=O,CC1CCC12CC2C(=O)OC1(C)CC1,0.3,16.9
[Na+].[O-][N+](=O)=O,CCC(C)(C)CCC(=O)N1CCCO1,1.19,3.97
[Na+].[O-][N+](=O)=O,COC1CCCC(C2CCC3CC32)C1,1.37,3.5
[Na+].[O-][N+](=O)=O,CCN(C)S(=O)(=O)CC(C)C,0.52,10.45
[Na+].[O-][N+](=O)=O,CCCC1C2CCC(C)C(C)C12OC,1.37,3.46
[Na+].[O-][N+](=O)=O,CCCC1SOC(C)(C)C1C,0.97,5.63
[Na+].[O-][N+](=O)=O,COCS(=O)(=O)C(C)(C)C,0.7,8.29
[Na+].[O-][N+](=O)=O,CC(=O)CCCCC(C)CC(C)=O,0.88,5.9
[Na+].[O-][N+](=O)=O,CC1CC2CCCC(C(C)C)(C1)C2=O,0.97,5.05
[Na+].[O-][N+](=O)=O,CCC(CCC(C)C(C)C)OC,0.74,7.55
[Na+].[O-][N+](=O)=O,CC1CC(C)(C)C(=O)CC1C(C)(C)C,1.28,3.72
[Na+].[O-][N+](=O)=O,CC(CC1CCC1)C(=O)Cl,1.19,4.92
[Na+].[O-][N+](=O)=O,CCCCC(=O)CCC(C)(C)C#N,0.61,8.77
[Na+].[O-][N+](=O)=O,CCCCC(OC)C(CC)CC,0.97,5.69
[Na+].CC(=O)[O-],CCC(CC)OP(=O)(Cl)CC,0.74,6.56
[Na+].CC(=O)[O-],CCC12COC(CC1C)CC2(C)C,0.39,13.8
[Na+].CC(=O)[O-],CCCC(=O)OC1CCC(CC)C1,1.28,3.98
[Na+].CC(=O)[O-],CCCCC(C)S(=O)(=O)Cl,0.61,8.62
[Na+].CC(=O)[O-],CCCCCC(C)S(=O)(=O)CC,1.5,3.22
[Na+].CC(=O)[O-],COC(=O)C1(C)CCC12CCCC2,1.06,4.91
[Na+].CC(=O)[O-],COC(=O)OC(CC(C)C)N(C)C,0.66,7.75
[Na+].CC(=O)[O-],CCCC(C)(C)CC(=O)C(C)C(C)C,1.23,3.86
[Na+].CC(=O)[O-],COC1=CSC=CC1,0.92,8.1
[Na+].CC(=O)[O-],COOCC(C)CCC(C)C,1.06,5.59
[Na+].CC(=O)[O-],CC(=O)OC1(C)CCCC(C)(C)C1C,1.46,3.21
[Na+].CC(=O)[O-],CCC(=O)C(C)CS(=O)C(C)C,0.74,6.85
[Na+].CC(=O)[O-],CCS(=O)(=O)CC(C)CCCl,0.57,8.59
[Na+].CC(=O)[O-],CC1CC2C3C(C)(C)CCC23O1,1.41,3.98
[Na+].CC(=O)[O-],CC(F)C(=O)C1(C)CCCO1,0.88,6.79
[Na+].CC(=O)[O-],CCCC(=O)C(C)C(C)C(C)C(C)C,1.01,4.75
[Na+].CC(=O)[O-],CC(=O)CC1C(C)C2CCC1(C#N)C2,1.1,4.5
[Na+].CC(=O)[O-],CC(C)C(C)CCCC(=O)C#N,0.34,17.3
[Na+].CC(=O)[O-],CCC(Cl)C(=O)C(C)=O,0.3,22.11
[Na+].CC(=O)[O-],CCCCCC(F)C(=O)CN(C)C,0.66,7.75
[Na+].CC(=O)[O-],CCCCCS(=O)(=O)CC,1.19,4.82
[Na+].CC(=O)[O-],CC(C)(C)CC1CCS1(=O)=O,0.88,6.17
[Na+].CC(=O)[O-],CC1CCC(=O)C1C(C)C(C)(C)C,0.97,5.39
[Na+].CC(=O)[O-],CCCC1CC1(C)C(=O)C#N,0.43,15.06
[Na+].CC(=O)[O-],CC1(C(F)F)CCCC1=O,0.3,22.17
[Na+].[O-]C(=O)C(F)(F)F,CCC(C#N)CS(=O)(=O)CC,0.52,10.52
[Na+].[O-]C(=O)C(F)(F)F,CCCCC(=O)CCC(C)(C)C#N,1.01,5.02
[Na+].[O-]C(=O)C(F)(F)F,COCC(CC(C)C)C12CCCC1C2,0.79,6.04
[Na+].[O-]C(=O)C(F)(F)F,CCC(CC)OC1CC(=O)CC1CC,0.48,10.1
