salt,solvent,concentration,solv_per_ion_pair
[Li+].[O-][N+](=O)=O,CC1COCCCC1(C)C,1.14,5.88
[Li+].[O-][N+](=O)=O,CC1C2CC3CC3C(C#N)C(C2)C1C,0.83,6.15
[Li+].[O-][N+](=O)=O,CCCC(CCC)CCC(C)(C)C,0.52,10.21
[Li+].[O-][N+](=O)=O,CCCC1C2CCC(C)C(C)C12OC,1.5,3.19
[Li+].[O-][N+](=O)=O,CCCC(=O)C(C)C(C)(C)C,0.66,9.44
[Li+].[O-][N+](=O)=O,CC(=O)CCC1CCC(C)O1,0.88,7.01
[Li+].[O-][N+](=O)=O,CC12CCC3CCC(C1)C2COC3,0.79,6.8
[Li+].[O-][N+](=O)=O,CC(C)CSC1CC2CCCC2C1,0.57,8.64
[Li+].[O-][N+](=O)=O,CC(C)CCC1C(C)CC(C)C1(C)C,0.79,6.24
[Li+].[O-][N+](=O)=O,CC(C)C1CCC(Cl)CC1C,0.48,11.69
[Li+].[O-][N+](=O)=O,CCC1CC(C(C)C)C(C)(C)C1C,0.3,18.06
[Li+].[O-][N+](=O)=O,CC1CCC1CC1(C#N)CC(C)(C)C1,0.66,7.71
[Li+].[O-][N+](=O)=O,CCCC1SOC(C)(C)C1C,0.43,13.11
[Li+].[O-][N+](=O)=O,CCC(C#N)C1CCC1,0.79,9.95
[Li+].[O-][N+](=O)=O,CCCCC1CCCC(CC)C(C)C1,1.37,3.51
[Li+].[O-][N+](=O)=O,CC1CCCC2(C#N)CCC(C1)C2,0.48,11.52
[Li+].[O-][N+](=O)=O,CCCOCCC1CC(C)CCC1C,0.3,16.6
[Li+].[O-][N+](=O)=O,CCOC(C)OC(=O)OC,0.43,15.42
[Li+].[O-][N+](=O)=O,CCC1C(C2C3CCCC32)C1(C)C,0.92,5.87
[Li+].CC(=O)[O-],CC1C(C#N)C23CC(C)C(C)(C2)C13,0.3,18.8
[Li+].CC(=O)[O-],CCCC(=O)OSC,1.19,5.97
[Li+].CC(=O)[O-],CC(CS(C)(=O)=O)C(F)CF,0.7,7.46
[Li+].CC(=O)[O-],CC1(C(F)F)CCCC1=O,0.74,8.86
[Li+].CC(=O)[O-],CCC12C3C4C(C)C5C3C13C4C2C53,0.3,19.12
[Li+].CC(=O)[O-],CCC(C)CC1(CC)CCCCC1,1.14,4.6
[Li+].CC(=O)[O-],CC(C)C1CC2CC(C#N)(C2)C(C)C1,0.48,10.69
[Li+].CC(=O)[O-],CC(=O)CC1CC1C1CC(C)C2CC21,1.1,4.53
[Li+].CC(=O)[O-],CC(=O)OCP,1.19,7.56
[Li+].CC(=O)[O-],CC(=O)C1CC2CCCC(C2)C1=O,1.32,3.99
[Li+].CC(=O)[O-],CCC1(C(C)(C)C)OOC1=O,1.14,5.3
[Li+].CC(=O)[O-],CC1CC(C)(C)C2CCCC12,0.66,9.69
[Li+].CC(=O)[O-],CCCCC(=O)C(C)(C)C(C)CC,1.19,4.35
[Li+].CC(=O)[O-],CCC1(C2(C)CC3C(C)C3C2)CC1C,1.32,3.74
[Li+].CC(=O)[O-],CCCCCCCCC(C)CCF,0.66,7.84
[Li+].CC(=O)[O-],CCC1C(C)C(C)CC1C(C)(C)CC,0.43,11.64
[Li+].CC(=O)[O-],CCCCC(=O)C(C)(C)C(C)C,1.37,4.06
[Li+].CC(=O)[O-],CCC(C(C)C)C1(C)C(C)CCC1C,0.48,10.41
[Li+].CC(=O)[O-],CCCC(C)N(CC)CC(=O)CC,1.01,5.13
[Li+].CC(=O)[O-],CCCCC(C)S(=O)(=O)Cl,0.57,9.29
[Li+].CC(=O)[O-],CCCCCCC1(CC)CCC(C)C1,0.43,11.64
[Li+].CC(=O)[O-],CC1CC(C2C(C)C(C)CC2(C)C)C1,1.23,3.98
[Li+].CC(=O)[O-],CCC(CC)(OC(C)=O)C(C)(C)C,0.48,10.97
[Li+].CC(=O)[O-],CCC1C2C3CC4CCC(C)C4(C3)C12,1.1,4.57
[Li+].CC(=O)[O-],CCCC1(CC)OOOC1C,1.14,5.23
[Li+].CC(=O)[O-],CCC(C#N)C1CCC1,0.34,23.56
[Li+].CC(=O)[O-],CCCCC(C)OC(=O)OCC,0.48,11.73
[Li+].CC(=O)[O-],CC(Cl)CC(C)CC(C)CCF,1.28,3.81
[Li+].CC(=O)[O-],CC(CCCC1CC1C)CC(C)(C)C,0.92,5.34
[Li+].CC(=O)[O-],CCCCCC(C)C(=O)OCCC,0.43,12.27
[Li+].CC(=O)[O-],CCCC(OC)C1OC(=O)OC1=O,1.5,3.34
[Li+].CC(=O)[O-],CCC1(C)CC2C(C)C2C1C(=O)OC,0.61,8.15
[Li+].CC(=O)[O-],CSCCCC(C)SC,0.3,20.05
[Li+].CC(=O)[O-],CCCC(=O)C(=O)OC,1.41,5.15
[Li+].CC(=O)[O-],CCC(C)C(=O)CCC(C)(C)C(C)=O,0.3,16.61
[Li+].CC(=O)[O-],CC(C)CC1(C)CCCC(C)C1C#N,0.97,5.13
[Li+].CC(=O)[O-],CCOC(=O)C(CC(C)=O)C1CC1C,1.5,3.17
[Li+].CC(=O)[O-],COC1CCCC(C2CCC3CC32)C1,1.01,4.9
[Li+].CC(=O)[O-],CCCC(C)CC1(C#N)CCC(C)C1,1.01,4.92
[Li+].CC(=O)[O-],CC1(C)CCCCCS(=O)(=O)C1,0.74,6.9
[Li+].CC(=O)[O-],CCSCC1CC1CC,0.43,15.85
[Li+].CC(=O)[O-],CC(F)C(C)S(C)(C)CF,1.01,5.59
[Li+].CC(=O)[O-],CC1CCC12CC2C(=O)OC1(C)CC1,1.41,3.45
[Li+].CC(=O)[O-],CCC(C)C(P)CCCN(C)C,0.39,13.34
[Li+].CC(=O)[O-],CC(C)C(=O)C(=O)C(C)(C)CC#N,1.37,3.81
[Li+].CC(=O)[O-],CC(=O)C1CCCS(=O)(=O)C1,0.79,6.96
[Li+].CC(=O)[O-],CCCP(C)CCC(C)CC,0.97,5.69
[Li+].CC(=O)[O-],COC(=O)C(C)CS(C)(=O)=O,0.48,11.34
[Li+].CC(=O)[O-],CCC1C2CC3CC1(CC3C#N)C2=O,1.06,4.78
[Li+].CC(=O)[O-],CCC1CCCC12CC(=O)OC2C,0.52,10.34
[Li+].[O-]C(=O)C(F)(F)F,CCCCC(C#N)CC(C)CC(C)C,0.3,16.7
[Li+].[O-]C(=O)C(F)(F)F,CCSCC1CC1CC,0.52,12.84
[Li+].[O-]C(=O)C(F)(F)F,CCC1(F)C(C)CC(C)CC1F,0.83,6.44
[Li+].[O-]C(=O)C(F)(F)F,CCCC12CC(C1CC)N(C)C2CC,1.19,3.94
[Li+].[O-]C(=O)C(F)(F)F,CCCC(C)CC1(C#N)CCC(C)C1,0.83,5.87
[Li+].[O-]C(=O)C(F)(F)F,CC(C#N)CC1CCCC1,0.3,23.78
[Li+].[O-]C(=O)C(F)(F)F,CCCC(C(=O)CC)C(CC)C(C)C,0.52,9.34
[Li+].[O-]C(=O)C(F)(F)F,CC1CC(OC=O)CCC2(C)CC2C1,1.5,3.04
[Li+].[O-]C(=O)C(F)(F)F,CCS(=O)(=O)CCCC(C)(C)F,1.5,3.04
[Li+].[O-]C(=O)C(F)(F)F,CCCCCC(F)C(=O)CN(C)C,0.74,6.77
[Li+].[O-]C(=O)C(F)(F)F,CCCC1C(CC)OCC1C1(C)CC1,1.28,3.62
[Li+].[O-]C(=O)C(F)(F)F,CC1CC2CC(C2)C(C)C(=O)OC1C,1.19,3.92
[Li+].[O-]C(=O)C(F)(F)F,CC(C)C1CCC(CCC#N)C1C,1.46,3.43
[Li+].[O-]C(=O)C(F)(F)F,CC(C)CCC1(C)N(C(C)C)C1(C)C,1.37,3.34
[Li+].[O-]C(=O)C(F)(F)F,CCCCC(SC)SSC,1.06,4.44
[Li+].[O-]C(=O)C(F)(F)F,CCCC12CC(C)C1CC(=O)O2,0.79,7.1
[Li+].[O-]C(=O)C(F)(F)F,CC(C)C(C)CCCC(=O)C#N,1.06,5.22
[Li+].[O-]C(=O)C(F)(F)F,CCCC1CC(=O)C(C(C)C)C1(C)C,0.66,7.36
[Li+].[O-]C(=O)C(F)(F)F,CC(C)CC(C)CC#N,0.7,10.85
[Li+].[O-]C(=O)C(F)(F)F,CC(CCCC(C)C(C)C)SC#N,1.06,4.38
[Li+].[O-]C(=O)C(F)(F)F,CCCCC(=O)OCCC(C)C,0.97,5.57
[Li+].[O-]C(=O)C(F)(F)F,CN(C)C(=O)CC1(C)CC2CC1C2,1.01,5.07
[Li+].[O-]C(=O)C(F)(F)F,CC12CC34CC5CC3C1(CC54)C2,0.74,7.99
[Li+].[O-]C(=O)C(F)(F)F,CC1(C(F)F)CCCC1=O,0.79,8.07
[Li+].[O-]C(=O)C(F)(F)F,CCC(C)PCCCPC,0.3,18.31
[Li+].[O-]C(=O)C(F)(F)F,CCCC12CCOC1(CC)C2,1.01,5.96
[Li+].[O-]C(=O)C(F)(F)F,CC1(C)C2C3CCC4C3CC2C41C,1.01,5.22
[Li+].[O-]C(=O)C(F)(F)F,CCC12COC(CC1C)CC2(C)C,1.46,3.37
[Li+].[O-]C(=O)C(F)(F)F,C1CCC23CC2C2CC2(C1)C3,0.92,6.86
[Li+].[O-]C(=O)C(F)(F)F,CCOC(C)OC(=O)OC,0.88,7.19
[Li+].[O-]C(=O)C(F)(F)F,CC(C)C1CCCCCCCCCC1,0.34,14.62
[Li+].[O-]C(=O)C(F)(F)F,CCCC(C)(C)CC(=O)C(C)C(C)C,0.52,9.34
[Li+].[O-]C(=O)C(F)(F)F,CCN1C(C)CC(=O)C12CC2C,0.7,8.12
[Li+].[O-]C(=O)C(F)(F)F,CCC1CCCCC1C(=O)OC(C)C,0.74,6.46
[Li+].[O-]C(=O)C(F)(F)F,CCON(C)C(C)C1CCCS1,0.74,6.77
[Li+].[O-]C(=O)C(F)(F)F,CCCC(OC)C1OC(=O)OC1=O,0.79,6.35
[Li+].[O-]C(=O)C(F)(F)F,CC(C)C1CCC2C(C1)C1C2N1C,1.23,4.14
[Li+].[O-]C(=O)C(F)(F)F,CCC1CC(C)C1C(C)CCOC,0.43,12.23
[Li+].[O-]C(=O)C(F)(F)F,CCCC(CCC(F)F)C(=O)OC,0.7,6.99
[Li+].[O-]C(=O)C(F)(F)F,CCC(C)(C)CCC(=O)N1CCCO1,0.48,10.1
[Li+].[O-]C(=O)C(F)(F)F,CCC(C#N)C1CCC1,0.66,11.73
[Li+].[O-]C(=O)C(F)(F)F,CCC(=O)C(CCC(C)C)OC,1.14,4.68
[Li+].[O-]C(=O)C(F)(F)F,CCC1CCC2C3CCC3OC(=O)C12,0.34,14.78
[Li+].[O-]C(=O)C(F)(F)F,CC1C2CC(=O)C(C#N)C(C)(C)CC12,0.7,7.1
[Li+].[O-]C(=O)C(F)(F)F,CC(F)C(C)S(C)(C)CF,0.3,19.16
[Li+].[O-]C(=O)C(F)(F)F,CCC12CC1OC(=O)CCCCC2C,1.46,3.13
[Li+].[O-]C(=O)C(F)(F)F,COC(=O)OCC(=O)C(=O)C(C)C,1.19,4.09
[Li+].[O-]C(=O)C(F)(F)F,CC(C)CCCC(C)C(C)SC#N,0.57,8.45
[Li+].[O-]C(=O)C(F)(F)F,CCC(CC)C(=O)CS(C)(=O)=O,0.52,9.63
[Li+].[O-]C(=O)C(F)(F)F,CC(CF)C1(CF)CCOC1,0.39,15.19
[Li+].CCC(=O)[O-],CCC1CCC(CC)C1,0.79,9.65
[Li+].CCC(=O)[O-],CCC1(C)CC1CCC(C)C(C)C#N,0.34,14.97
[Li+].CCC(=O)[O-],CCC1(C#N)CCCCC(=O)O1,0.83,6.92
[Li+].CCC(=O)[O-],CCCC(CCC#N)C(C)(CC)CC,0.52,9.6
[Li+].CCC(=O)[O-],CCCC12CC(C1CC)N(C)C2CC,0.57,8.74
[Li+].CCC(=O)[O-],CCS(=O)(=O)CC(C)CCCl,1.37,3.44
[Li+].CCC(=O)[O-],CC(Cl)CCC(C)C(F)(F)F,1.14,4.4
[Li+].CCC(=O)[O-],CC(C)CC1(C)CCCC(C)C1C#N,0.43,11.79
[Li+].CCC(=O)[O-],CCCCC(C)CC(=O)CC,1.32,4.55
[Li+].CCC(=O)[O-],CCC(CC)C(C)C(=O)OC(C)C,1.01,5.06
[Li+].CCC(=O)[O-],CC1CCC2(CCC(=O)O2)C1(C)C,1.37,3.75
[Li+].CCC(=O)[O-],CC1C(C#N)C2CC1C(C)(C)C2C,1.19,4.47
[Li+].CCC(=O)[O-],CCCCCC(C)C(C)C(C)CCC,0.7,6.96
[Li+].CCC(=O)[O-],CC1CCCC2CC34CCC1C23C4,0.92,5.9
[Li+].CCC(=O)[O-],CC(=O)CC(C)CCOC(C)=O,0.92,6.04
[Li+].CCC(=O)[O-],COCC1C2C(C)C2C(C)CC1(C)C,1.19,4.04
[Li+].CCC(=O)[O-],COC(=O)CCC1CCCCCC1C,0.57,8.61
[Li+].CCC(=O)[O-],CCS(=O)(=O)CCCC(C)(C)C,0.7,7.18
[Li+].CCC(=O)[O-],CC(F)CC(C)(F)C#N,0.57,12.82
[Li+].CCC(=O)[O-],CCCCC(SC)SSC,0.66,7.47
[Li+].CCC(=O)[O-],CCCCC(CC)CC(C)C(C)CC,0.48,10.26
[Li+].CCC(=O)[O-],CCC(C(C)C)C1CCC(C)(C)C1C,0.34,14.74
[Li+].CCC(=O)[O-],CCCOCCCC(C)CCC,1.46,3.7
[Li+].CCC(=O)[O-],CCCC1C(CC)OCC1C1(C)CC1,0.39,12.82
[Li+].CCC(=O)[O-],CCC(=O)CC1OC(=O)C1C1CC1,1.37,3.75
[Li+].CCC(=O)[O-],C1CC2CC1CC1CC21,0.3,26.89
[Li+].CCC(=O)[O-],CC(=O)CC1CC1C1CC(C)C2CC21,1.23,3.98
[Li+].CCC(=O)[O-],CCCCC(CC)CC1CCCC1C,0.7,7.03
[Li+].CCC(=O)[O-],CC(CCCC(C)C(C)C)SC#N,0.92,5.22
[Li+].CCC(=O)[O-],CCC1C2CC3CC1(CC3C#N)C2=O,0.61,8.41
[Li+].CCC(=O)[O-],COC1CCCC(C2CCC3CC32)C1,0.88,5.61
[Li+].CCC(=O)[O-],CCC(C)(C)CCC1C2CCSC21,0.83,5.84
[Li+].CCC(=O)[O-],CC(=O)C1CC2CCCC(C2)C1=O,0.92,5.77
[Li+].CCC(=O)[O-],CCCCC(C)C(C)SOC,0.79,6.91
[Li+].CCC(=O)[O-],CCCCC(CCC)CC(C)C#N,0.97,5.43
[Li+].CCC(=O)[O-],CC1(C(=O)C2CCCCC2=O)CCC1,1.32,3.66
[Li+].CCC(=O)[O-],CC(F)C(=O)C1(C)CCCO1,0.83,7.23
[Li+].CCC(=O)[O-],CCC(C)C(OOC)C(C)C(C)C,0.74,6.93
[Li+].CCC(=O)[O-],CCCC(C)(P)CC,0.43,17.24
[Li+].CCC(=O)[O-],CCCC(CC)COC(=O)OCC,0.74,6.93
[Li+].CCC(=O)[O-],CCCC(CC)C(C)C1CC1CC,0.43,12.5
[Li+].CCC(=O)[O-],CC12CCCC1(C)C(C(=O)C#N)CC2,0.52,9.81
[Li+].CCC(=O)[O-],CCCC1(CC)COC(=O)OC1,1.46,3.7
[Li+].CCC(=O)[O-],CCC(C)CC1(CC)CCCCC1,0.39,13.8
[Li+].CCC(=O)[O-],CCCC(CC)(CC)CCl,0.88,6.69
[Li+].CCC(=O)[O-],CC1C2CCC(C)(C)C1OC(=O)O2,1.32,3.86
[Li+].CCC(=O)[O-],CCC1CCCC12CC(=O)OC2C,1.46,3.5
[Li+].CCC(=O)[O-],CCCCC(C)C(=O)C(C)(C#N)CC,0.48,10.43
[Li+].CCC(=O)[O-],CCCOC(=O)OCCC(C)OC,0.48,10.7
[Li+].CCC(=O)[O-],CSC(C#N)CC(C)(C)C,0.74,8.29
[Li+].[O-]C(=O)c1ccccc1,CCC1(CC)CC(C)CC(C)C1,1.01,5.43
[Li+].[O-]C(=O)c1ccccc1,CCCCC1CC1C1C(=O)CCC1C,0.34,14.75
[Li+].[O-]C(=O)c1ccccc1,CCCCC(C(C)=O)C(Cl)Cl,1.5,3.0
[Li+].[O-]C(=O)c1ccccc1,CCC1CC(C)C(C)(C)C1(C)C,0.83,6.71
[Li+].[O-]C(=O)c1ccccc1,CCCC(C)(C#N)CCl,0.66,9.89
[Li+].[O-]C(=O)c1ccccc1,CCC(=O)CCC(=O)OC(C)=O,1.37,3.8
[Li+].[O-]C(=O)c1ccccc1,CCCC1(C)CCC(C)CC1(C)C,1.19,4.2
[Li+].[O-]C(=O)c1ccccc1,CCCCC(CC)CC(=O)C1CC1,1.19,4.2
[Li+].[O-]C(=O)c1ccccc1,CCCCCCC(C)CC#N,0.61,10.2
[Li+].[O-]C(=O)c1ccccc1,CC(C)(C)CC1CCCCC1C#N,1.5,3.3
[Li+].[O-]C(=O)c1ccccc1,CCC1C(C)C(C)CC1C(C)(C)CC,0.83,5.75
[Li+].[O-]C(=O)c1ccccc1,CCC1(C)CC1CCC(C)C(C)C#N,0.92,5.23
[Li+].[O-]C(=O)c1ccccc1,CCCC(C(C)C)C(C)C(=O)OC,1.23,3.96
[Li+].[O-]C(=O)c1ccccc1,CC(C)C(C1CC1)C(C)(C)C,1.1,5.4
[Li+].[O-]C(=O)c1ccccc1,CCCC(C)CC1(C#N)CCC(C)C1,0.48,10.39
[Li+].[O-]C(=O)c1ccccc1,CC1CC(C2C(C)C(C)CC2(C)C)C1,0.66,7.41
[Li+].[O-]C(=O)c1ccccc1,CCCC(C)CC(=O)OC(C)=O,0.74,7.41
[Li+].[O-]C(=O)c1ccccc1,CC(Cl)CCC(C)C(F)(F)F,1.46,3.23
[Li+].[O-]C(=O)c1ccccc1,COC(=O)C(C)C(C)S(=O)(=O)F,1.19,3.86
[Li+].[O-]C(=O)c1ccccc1,CC1(C)C2C3CCC4C3CC2C41C,0.74,7.24
[Li+].[O-]C(=O)c1ccccc1,CCCC(Cl)C(C#N)CC,1.19,4.79
[Li+].[O-]C(=O)c1ccccc1,CCC(CC)C(C)C(=O)OC(C)C,1.19,4.11
[Li+].[O-]C(=O)c1ccccc1,CCC(CC#N)CCF,0.79,9.22
[Li+].[O-]C(=O)c1ccccc1,CCC1(F)C(C)CC(C)CC1F,0.79,6.75
[Li+].[O-]C(=O)c1ccccc1,CCCC(C#N)CCCC(C)(C)CC,1.41,3.24
[Li+].[O-]C(=O)c1ccccc1,CCCC(C)C(C)CCC(=O)CC#N,0.97,4.89
[Li+].[O-]C(=O)c1ccccc1,COC(=O)OCC1C2CCCC1C2,0.48,10.9
[Li+].[O-]C(=O)c1ccccc1,CCCC(C#N)CC(C)CCC(C)C,1.19,3.92
[Li+].[O-]C(=O)c1ccccc1,CC1(C(=O)Cl)CCCC1CCl,1.01,4.69
[Li+].[O-]C(=O)c1ccccc1,CCC1(C(C)(C)C)OOC1=O,0.92,6.39
[Li+].[O-]C(=O)c1ccccc1,CC1C2C3CC(C)C45C(CC2C34)CC15,1.19,4.06
[Li+].[O-]C(=O)c1ccccc1,CCCC(CC)C(C)C1CC1CC,1.41,3.48
[Li+].[O-]C(=O)c1ccccc1,CCCC(=O)C(C)C(C)(C)C,0.7,8.66
[Li+].[O-]C(=O)c1ccccc1,CCCCC1CC(CCC(C)C)C1,0.79,6.53
[Li+].[O-]C(=O)c1ccccc1,CCC1(OC(=O)OC)CCC(C)C1,0.52,9.92
[Li+].[O-]C(=O)c1ccccc1,CC1=C[C@H](F)C=CO1,1.1,7.31
[Li+].[O-]C(=O)c1ccccc1,CCC1C2CCCC(C3(C)CC3)C12,0.79,6.68
[Li+].[O-]C(=O)c1ccccc1,CCC12COC(CC1C)CC2(C)C,0.7,7.42
[Li+].[O-]C(=O)c1ccccc1,CCCC(C(=O)CC)C(CC)C(C)C,1.14,4.04
[Li+].[O-]C(=O)c1ccccc1,CC(C)CC(C)(C#N)CC1CC1(C)C,0.79,6.16
[Li+].[O-]C(=O)c1ccccc1,CC1CCC(=O)CC(=O)C12CCCC2,0.88,5.46
[Li+].[O-]C(=O)c1ccccc1,CC(C)C1CCC2C(C1)C1C2N1C,0.83,6.3
[Li+].[O-]C(=O)c1ccccc1,CCC(CC)C(=O)CS(C)(=O)=O,0.61,8.13
[Li+].[O-]C(=O)c1ccccc1,CC(=O)CCC(C)(C)C(C)C(C)C,0.43,12.21
[Li+].[O-]C(=O)c1ccccc1,CC1CCCC2CC1COC(C)(C)C2,1.32,3.47
[Li+].[O-]C(=O)c1ccccc1,CC1C(C#N)C2CC1C(C)(C)C2C,0.39,14.04
[Li+].[O-]C(=O)c1ccccc1,CCCC1C(CC)OCC1C1(C)CC1,0.7,6.89
[Li+].[O-]C(=O)c1ccccc1,COP(C)(=O)CC(=O)CC(C)C,1.1,4.34
[Li+].[O-]C(=O)c1ccccc1,CC1C(=O)CCC2(C#N)C(C3CC3)C12,0.43,11.89
[Li+].[O-]C(=O)c1ccccc1,CCCC(CCC)CCC(C)(C)C,1.1,4.52
[Li+].[O-]C=O,CCC(C)C(=O)CCC(C)C(C)(C)C,0.66,7.48
[Li+].[O-]C=O,CSC(Cl)(Cl)SC,0.66,8.38
[Li+].[O-]C=O,CCCC(OC)C1OC(=O)OC1=O,0.61,8.55
[Li+].[O-]C=O,CCC1(OC(=O)OC)CCC(C)C1,0.83,6.3
[Li+].[O-]C=O,C#Cc1ccc(N(C)C)s1,1.01,6.34
[Li+].[O-]C=O,CCC(=O)CCC(=O)OC(C)=O,0.74,7.67
[Li+].[O-]C=O,CC(C)C1CCC(CCC#N)C1C,0.79,6.89
[Li+].[O-]C=O,CC1CCCC2CC1COC(C)(C)C2,0.66,7.56
[Li+].[O-]C=O,CCC(CCC(C)C(C)C)OC,0.57,10.0
[Li+].[O-]C=O,CC(Cl)CC1CC(C#N)C1,1.1,5.57
[Li+].[O-]C=O,CCCC(C#N)CCCC(C)(C)CC,1.28,3.84
[Li+].[O-]C=O,CC(=O)N(OC(=O)OCF)C(C)=O,0.66,7.69
[Li+].[O-]C=O,CCC(=O)C(CCC(C)C)OC,1.37,4.06
[Li+].[O-]C=O,CC1CC2CCSC3CC1C2C3,0.97,5.49
[Li+].[O-]C=O,CCCC1(C)CCC(C)CC1(C)C,0.48,11.26
[Li+].[O-]C=O,CCCC(=O)C(CC)S(C)(=O)=O,0.74,6.87
[Li+].[O-]C=O,CCC(=O)C1(C)CC(C)CCCC1C,0.3,16.82
[Li+].[O-]C=O,CC(=O)CCC(C)(C)C(C)C(C)C,0.34,15.79
[Li+].[O-]C=O,CC(C)N(C(C)C)C(C)C1(C)CC1,0.7,7.63
[Li+].[O-]C=O,CCC1C(=O)OC(C)C(C)C1C,0.83,6.9
[Li+].[O-]C=O,CCCC(C)(C)CC(=O)C(C)C(C)C,1.28,3.78
[Li+].[O-]C=O,CCC1(C)CC2C(C)C2C1C(=O)OC,0.43,11.69
[Li+].[O-]C=O,CCCC(=O)CCCCC(F)CC,1.32,3.86
[Li+].[O-]C=O,CCCC(C)C(C)(C)CCC(C)=O,0.57,9.35
[Li+].[O-]C=O,CC1CC2CC(C2)C(C)C(=O)OC1C,0.43,11.69
[Li+].[O-]C=O,CC(=O)CC(C)CCOC(C)=O,1.14,4.92
[Li+].[O-]C=O,CC(CCCC1CC1C)CC(C)(C)C,1.23,3.98
[Li+].[O-]C=O,CCC(C)C(CC#N)CCCC(C)=O,1.01,4.91
[Li+].[O-]C=O,CCC(C)CC1(CC)CCCCC1,0.43,12.59
[Li+].[O-]C=O,CCSCC1CCCCCC1,0.43,13.32
[Li+].[O-]C=O,CC(CC1CC1)CC12CC1C2,0.74,8.79
[Li+].[O-]C=O,CCCCOS(C)(C)C(C)(C)C,0.83,6.1
[Li+].[O-]C=O,CC(C#N)CC1CCCC1,1.5,4.64
[Li+].[O-]C=O,COC(=O)C(=O)C(C)CC(C)Cl,0.66,7.71
[Li+].[O-]C=O,CCC1CC(C)C1C(C)CCOC,0.52,10.27
[Li+].[O-]C=O,COCS(=O)(=O)C(C)(C)C,1.46,3.94
[Li+].[O-]C=O,CCCC(F)(F)CCCC#N,0.48,12.73
[Li+].[O-]C=O,CCN1C(C)CC(=O)C12CC2C,0.3,19.75
[Li+].[O-]C=O,CC(C)CSC(C)C(C)(C)C,0.79,7.08
[Li+].[O-]C=O,CCCCC(C)(C)CCCC(C)C,0.79,6.7
[Li+].[O-]C=O,CC1C2CC(=O)C(C#N)C(C)(C)CC12,1.06,4.77
[Li+].[O-]C=O,CCC1CC(C)C(C)(C)C1(C)C,1.37,4.15
[Li+].[O-]C=O,CCC(SC)C(=O)OC(C)C,1.46,3.71
[Li+].[O-]C=O,CCCCC(C)C(=O)C1CO1,0.66,9.5
[Li+].[O-]C=O,CC(=O)OC1(C)CCCC(C)(C)C1C,1.5,3.21
[Li+].[O-]C=O,CC1CC(C)(C)C(=O)CC1C(C)(C)C,1.06,4.65
[Li+].[O-]C=O,COC(=O)OCCOC(C)F,0.34,17.52
[Li+].[O-]C=O,CC1CC(C)(C)C2CCCC12,1.46,4.3
[Li+].[O-]C=O,CC1CC2CC(C2)CC1C,0.43,16.6
[Li+].[O-]C=O,c1csc(CCCC2CC2)c1,1.01,5.77
[Li+].COS(=O)(=O)[O-],CCCC(C)C1OC(=O)C1C,0.97,6.15
[Li+].COS(=O)(=O)[O-],COP(C)(=O)CC(=O)CC(C)C,0.97,5.0
[Li+].COS(=O)(=O)[O-],COCC1C2C(C)C2C(C)CC1(C)C,0.83,5.78
[Li+].COS(=O)(=O)[O-],CCN(C)S(=O)(=O)CC(C)C,1.28,3.97
[Li+].COS(=O)(=O)[O-],CC(C)CCOC(=O)C(C)(C)F,0.34,16.3
[Li+].COS(=O)(=O)[O-],COC(=O)OCC1C2CCCC1C2,0.39,13.54
[Li+].COS(=O)(=O)[O-],C=Cc1ccc(C(C)=O)s1,0.79,7.86
[Li+].COS(=O)(=O)[O-],CC1CC12CCC1CCC3C(CC1)C32,0.79,6.29
[Li+].COS(=O)(=O)[O-],CCC1C(C2C3CCCC32)C1(C)C,0.97,5.39
[Li+].COS(=O)(=O)[O-],CC1CC2CCCC(C(C)C)(C1)C2=O,1.19,3.97
[Li+].COS(=O)(=O)[O-],CCCCCC1(C2CC2)CC1,1.01,6.05
[Li+].COS(=O)(=O)[O-],CCCCCCCCC(C)PC,0.61,8.34
[Li+].COS(=O)(=O)[O-],CCCCC(CC)C1CC(=O)N1C,0.7,7.42
[Li+].COS(=O)(=O)[O-],CCC12CC(CCCCC1=O)C2,1.23,4.47
[Li+].COS(=O)(=O)[O-],CC1CCC12CC2C(=O)OC1(C)CC1,0.52,9.54
[Li+].COS(=O)(=O)[O-],CCCC1(C)CC(=O)C12CCCC2C,0.92,5.24
[Li+].COS(=O)(=O)[O-],CCCCCC(CSC)C(C)C,0.97,5.1
[Li+].COS(=O)(=O)[O-],CCC(CC(C)=O)C(=O)CC(F)F,1.23,3.87
[Li+].COS(=O)(=O)[O-],CCCC1(C)CC(CC)C(=O)C1C,1.19,4.23
[Li+].COS(=O)(=O)[O-],CCCC(C)OC(=O)OC(C)=O,0.88,6.12
[Li+].COS(=O)(=O)[O-],CCCCC(=O)C(C)(C)C(C)CC,0.66,7.84
[Li+].COS(=O)(=O)[O-],CCCCC1CC1C1C(=O)CCC1C,0.74,6.6
[Li+].COS(=O)(=O)[O-],CCC(C)CC1C(C)C(C)C1C,0.79,7.11
[Li+].COS(=O)(=O)[O-],CC(=O)C1CC2CCCC(C2)C1=O,0.57,9.35
[Li+].COS(=O)(=O)[O-],CCCC1CC2C3CCC3C3C1C23,1.06,4.96
[Li+].COS(=O)(=O)[O-],CCCC(C)CC1(C#N)CCC(C)C1,0.52,9.59
[Li+].COS(=O)(=O)[O-],COCCC(C(C)C)C(C)C,1.1,5.3
